Year,Month,NEE_f,NEE_sqc,LE_f,LE_sqc,H_f,H_sqc,Rg_f,Rg_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc,GPP_f,Reco
--,--,umol_m-2_s-1,--,Wm-2,--,Wm-2,--,Wm-2,--,hPa,--,%,--,degC,--,umol_m-2_s-1,umol_m-2_s-1
2023,1,0.319327408700218,0.196368527236046,2.95785639812083,0.259583053127102,-2.66587636102281,0.367182246133154,16.7249836057827,0.458641560188299,0.0134973140409596,0.240080699394755,99.4632784332917,0.240080699394755,-7.34460855706183,0.238735709482179,-0.200522523545409,0.118804885154809
2023,2,0.259258122934775,0.447916666666667,1.58426910499739,0.507440476190476,-5.82081994540492,0.636160714285714,46.5058492903632,0.741071428571429,0.017271631407548,0.578125,99.5385006934763,0.580357142857143,-7.14272420934616,0.580357142857143,-0.0461517410646402,0.213106381870135
2023,3,0.332529517527622,0.450940860215054,3.97909539635252,0.480510752688172,-15.0572819026055,0.604838709677419,85.353817620616,0.701612903225806,0.128395442809263,0.581989247311828,98.3521453353269,0.579301075268817,-0.596570010009,0.580645161290323,0.081901844632973,0.414431362160595
2023,4,-0.188841857065857,0.611111111111111,42.4702858833962,0.777777777777778,14.0695612380916,0.780555555555556,168.766449074074,0.997916666666667,0.425481872989221,0.996527777777778,96.7480326942708,1,6.65740972222222,1,1.12070255903901,0.931860701973156
2023,5,-0.499406039984507,0.664650537634409,66.2656735945942,0.78494623655914,34.0823620826418,0.834677419354839,244.979405241935,0.998655913978495,0.591610410907255,0.998655913978495,96.3012828837937,0.998655913978495,10.2431518817204,1,2.02110523753035,1.52169919754584
2023,6,-0.43305207057708,0.532638888888889,60.3486243956513,0.658333333333333,44.5557020870063,0.777777777777778,264.453770833333,1,0.672975400916992,0.997916666666667,96.9351043380408,0.999305555555556,14.3015524758454,0.999305555555556,2.97445440396851,2.54140233339143
2023,7,-0.516095392880358,0.608870967741935,62.8568523215257,0.726478494623656,30.5144245618951,0.836693548387097,218.056125112007,0.995295698924731,0.537491105049049,0.995967741935484,97.6250295671075,0.997311827956989,16.2059964648696,0.999327956989247,3.2166855777888,2.70059018490845
2023,8,-0.190050763292204,0.546370967741935,50.3242518307831,0.673387096774194,21.3131833852311,0.762096774193548,182.976648643695,0.996639784946237,0.4631972027722,0.995295698924731,98.2845812633765,0.998655913978495,18.0584677419355,1,2.76122218478547,2.57117142149326
2023,9,-0.1495450290445,0.551388888888889,41.0300260295412,0.629861111111111,14.160834132364,0.801388888888889,150.751645833333,1,0.388753789188573,0.997916666666667,98.0062926292722,0.998611111111111,13.2627426746105,0.998611111111111,1.80392603156127,1.65438100251677
2023,10,0.191495884002238,0.453629032258065,17.6077183636039,0.557123655913978,-2.826487772853,0.678091397849462,40.9503645833333,0.996639784946237,0.1000343045764,0.999327956989247,98.923334755961,1,4.12548791361642,0.994623655913978,0.541502890941578,0.732998774943816
2023,11,0.324643307167954,0.514583333333333,5.26380678701583,0.613194444444444,-3.78675677448899,0.726388888888889,16.8222222222222,0.996527777777778,0.0528762087189556,0.995833333333333,99.1055118456875,1,-0.751561889342775,0.993055555555556,0.0633022239283808,0.387945531096335
2023,12,0.432704992347228,0.340725806451613,-0.339657027754886,0.408602150537634,-4.91785662731699,0.612903225806452,10.6951050353041,0.756720430107527,0.0322660969654792,0.756048387096774,99.2193199470221,0.758064516129032,-4.39789691575219,0.743951612903226,-0.0453445283990817,0.387360463948147
