Year,Month,NEE_f,NEE_sqc,LE_f,LE_sqc,H_f,H_sqc,Rg_f,Rg_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc,GPP_f,Reco
-,-,umolm-2s-1,%,Wm-2,%,Wm-2,%,Wm-2,%,hPa,%,%,%,degC,%,umolm-2s-1,umolm-2s-1
2023,1,0.420944761032876,0.217888365837256,2.40152208277166,0.320107599193006,-2.61478765410605,0.406186953597848,17.5960336717143,0.46133154001345,0.0134969509269564,0.240080699394755,99.463294514023,0.240080699394755,-7.34429361620899,0.238735709482179,-0.285796419731454,0.135148341301421
2023,2,0.303286715103392,0.46875,1.56713997417943,0.585565476190476,-5.49935838063464,0.693452380952381,46.6980213682853,0.743303571428571,0.0172899445706381,0.578125,99.5380297002708,0.580357142857143,-7.14367843909575,0.580357142857143,-0.0449978211622578,0.258288893941134
2023,3,0.396960344335091,0.479838709677419,3.81389854922373,0.55510752688172,-14.7656014940993,0.634408602150538,85.6613088840569,0.702956989247312,0.128494715178912,0.581989247311828,98.3517736340135,0.579301075268817,-0.59421917361312,0.580645161290323,0.103428191439636,0.500388535774727
2023,4,-0.0538131626347901,0.640277777777778,41.471413896069,0.861805555555556,14.4793346784877,0.906944444444444,169.312708333333,1,0.425481872989221,0.996527777777778,96.7480326942708,1,6.65740972222222,1,1.27814968892703,1.22433652629224
2023,5,-0.513164764662,0,65.4535409404227,0.872311827956989,34.2279082244734,0.959677419354839,245.356344086021,1,0.591610410907255,0.998655913978495,96.3012828837937,0.998655913978495,10.2431518817204,1,2.4093168093193,1.8961520446573
2023,6,-0.291825579752141,0.569444444444444,57.639234901074,0.743055555555556,44.8153333760555,0.908333333333333,264.453770833333,1,0.672975400916992,0.997916666666667,96.9351043380408,0.999305555555556,14.3015524758454,0.999305555555556,3.98457168507853,3.69274610532639
2023,7,-0.478031057496134,0.644489247311828,61.4664921925333,0.803091397849462,31.1373847560465,0.94758064516129,219.314220430108,1,0.537725390130103,0.995967741935484,97.6250295671075,0.997311827956989,16.2059964648696,0.999327956989247,3.16728138775606,2.68925033025993
2023,8,-0.133106620694513,0.579301075268817,48.7578230228532,0.776881720430108,21.3698217901444,0.899193548387097,183.415396505376,1,0.463192241791238,0.995295698924731,98.2845982642089,0.998655913978495,18.0584677419355,1,2.93253775566221,2.7994311349677
2023,9,0.0735478220838385,0.584027777777778,39.0718819144077,0.730555555555556,14.6293823697856,0.939583333333333,150.751645833333,1,0.388753789188573,0.997916666666667,98.0062926292722,0.998611111111111,13.2627426746105,0.998611111111111,1.90413518434124,1.97768300642508
2023,10,0.22461079135272,0.483870967741935,16.4310309895013,0.633736559139785,-2.37013541713287,0.72244623655914,41.563501344086,1,0.1000343045764,0.999327956989247,98.923334755961,1,4.12548791361642,0.994623655913978,0.647546691874845,0.872157483227565
2023,11,0.403407395555615,0.545138888888889,3.78897875462485,0.725,-3.46308922570783,0.813888888888889,16.8442569444444,1,0.0528762087189556,0.995833333333333,99.1055118456875,1,-0.781258455564266,0.997916666666667,0.0787615278732283,0.482168923428843
2023,12,0.59191171666524,0.397177419354839,0.149537768284855,0.522849462365591,-4.7681098427022,0.668682795698925,10.6590168846348,0.759408602150538,0.0322660969654792,0.756048387096774,99.2193199470221,0.758064516129032,-4.50592313900343,0.752016129032258,-0.0525641050905941,0.539347611574646
